module,type,name,res_id,src,value,comments
base,model,"ir.module.category,name",base.module_category_administration,Administration,Administrasi,
base,model,"ir.model.fields,help",base.field_res_country_state_name,"Administrative divisions of a country. E.g. Fed. State, Departement, Canton","Administrative divisions of a country. E.g. Fed. State, Departement, Canton",
base,code,addons/base/ir/ir_model.py,746,Administrator access is required to uninstall a module,Akses administrator diperlukan untuk membongkar sebuah modul,
base,code,addons/base/ir/ir_model.py,811,Administrator access is required to uninstall a module,Akses administrator diperlukan untuk membongkar sebuah modul,
base,code,addons/base/ir/ir_model.py,1302,Administrator access is required to uninstall a module,Akses administrator diperlukan untuk membongkar sebuah modul,
base,model,"ir.module.module,shortdesc",base.module_website_event_track,Advanced Events,Advanced Events,
base,model,"ir.ui.view,arch_db",base.act_report_xml_view,Advanced Properties,Advanced Properties,
base,model,"ir.ui.view,arch_db",base.view_model_fields_form,Advanced Properties,Advanced Properties,
base,model,"ir.ui.view,arch_db",base.view_model_form,Advanced Properties,Advanced Properties,
base,model,"ir.module.module,description",base.module_payment_adyen,Adyen Payment Acquirer,Adyen Payment Acquirer,
base,model,"ir.module.module,shortdesc",base.module_payment_adyen,Adyen Payment Acquirer,Adyen Payment Acquirer,
base,selection,"ir.module.module,license",0,Affero GPL-3,Affero GPL-3,
base,model,"res.country,name",base.af,"Afghanistan, Islamic State of","Afghanistan, Islamic State of",
base,selection,"res.currency,position",0,After Amount,Setelah Jumlah,
base,model,"res.country,name",base.al,Albania,Albania,
base,model,"res.country,name",base.dz,Algeria,Algeria,
base,model,"ir.ui.view,arch_db",base.ir_cron_view_search,All,Semua,
base,model,"ir.ui.view,arch_db",base.view_base_module_configuration_form,All pending configuration wizards have been executed. You may restart individual wizards via the list of configuration wizards.,All pending configuration wizards have been executed. You may restart individual wizards via the list of configuration wizards.,
base,model,"ir.module.module,summary",base.module_pos_reprint,Allow cashier to reprint receipts,Perbolehkan kasir untuk mencetak ulang kuitansi,
base,model,"ir.module.module,summary",base.module_account_tax_cash_basis,Allow to have cash basis on tax,Allow to have cash basis on tax,
base,model,"ir.ui.view,arch_db",base.view_users_form,Allowed Companies,Allowed Companies,
base,model,"ir.module.module,summary",base.module_hw_posbox_upgrade,Allows to remotely upgrade the PosBox software,Allows to remotely upgrade the PosBox software,
base,model,"ir.module.category,description",base.module_category_account_voucher,Allows you to create your invoices and track the payments. It is an easier version of the accounting module for managers who are not accountants.,Allows you to create your invoices and track the payments. It is an easier version of the accounting module for managers who are not accountants.,
base,code,addons/base/ir/ir_fields.py,378,"Ambiguous specification for field '%(field)s', only provide one of name, external id or database id","Ambiguous specification for field '%(field)s', only provide one of name, external id or database id",
base,model,"res.country,name",base.as,American Samoa,American Samoa,
base,model,"ir.model.fields,help",base.field_ir_act_client_tag,"An arbitrary string, interpreted by the client according to its own needs and wishes. There is no central tag repository across clients.","An arbitrary string, interpreted by the client according to its own needs and wishes. There is no central tag repository across clients.",
base,model,"ir.model.fields,help",base.field_ir_module_module_auto_install,"An auto-installable module is automatically installed by the system when all its dependencies are satisfied. If the module has no dependency, it is always installed.","An auto-installable module is automatically installed by the system when all its dependencies are satisfied. If the module has no dependency, it is always installed.",
base,model,"ir.module.module,shortdesc",base.module_analytic,Analytic Accounting,Akuntansi Analitik,
base,selection,"workflow.activity,join_mode",0,And,Dan,
base,selection,"workflow.activity,split_mode",0,And,Dan,
base,model,"res.country,name",base.ad,"Andorra, Principality of","Andorra, Principality of",
base,model,"res.country,name",base.ao,Angola,Angola,
base,model,"res.country,name",base.ai,Anguilla,Anguilla,
base,model,"res.country,name",base.aq,Antarctica,Antartika,
base,model,"res.country,name",base.ag,Antigua and Barbuda,Antigua and Barbuda,
base,model,"ir.actions.client,name",base.modules_act_cl,App Store,App Store,
base,model,"ir.ui.menu,name",base.module_mi,App Store,App Store,
base,model,"ir.actions.act_url,name",base.action_open_website,App Switcher,App Switcher,
base,model,"ir.model.fields,help",base.field_res_company_rml_header1,Appears by default on the top right corner of your printed documents (report header).,Appears by default on the top right corner of your printed documents (report header).,
base,code,addons/base/res/res_users.py,771,Application,aplikasi,
base,model,"ir.model,name",base.model_ir_module_category,Application,aplikasi,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_application,Application,aplikasi,
base,model,"ir.model.fields,field_description",base.field_res_groups_category_id,Application,aplikasi,
base,model,"ir.module.module,description",base.module_web_planner,Application Planner,Application Planner,
base,model,"ir.ui.menu,name",base.menu_translation_app,Application Terms,Application Terms,
base,model,"ir.ui.view,arch_db",base.res_config_view_base,Apply,Terapkan,
base,code,addons/base/module/module.py,568,Apply Schedule Upgrade,Terapkan Perbaruan Terjadwal,
base,model,"ir.actions.act_window,name",base.action_view_base_module_upgrade,Apply Schedule Upgrade,Terapkan Perbaruan Terjadwal,
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,Apply Schedule Upgrade,Terapkan Perbaruan Terjadwal,
base,model,"ir.ui.menu,name",base.menu_view_base_module_upgrade,Apply Scheduled Upgrades,Terapkan Perbaruan Terjadwal,
base,model,"ir.model.fields,field_description",base.field_ir_rule_perm_create,Apply for Create,Apply for Create,
base,model,"ir.model.fields,field_description",base.field_ir_rule_perm_unlink,Apply for Delete,Apply for Delete,
base,model,"ir.model.fields,field_description",base.field_ir_rule_perm_read,Apply for Read,Apply for Read,
base,model,"ir.model.fields,field_description",base.field_ir_rule_perm_write,Apply for Write,Apply for Write,
base,model,"ir.module.category,name",base.module_category_hr_appraisal,Appraisals,Penilaian,
base,model,"ir.actions.act_window,name",base.action_module_open_categ,Apps,Aplikasi,
base,model,"ir.actions.act_window,name",base.open_module_tree,Apps,Aplikasi,
base,model,"ir.ui.menu,name",base.menu_management,Apps,Aplikasi,
base,model,"ir.ui.menu,name",base.menu_module_tree,Apps,Aplikasi,
base,model,"ir.ui.view,arch_db",base.module_tree,Apps,Aplikasi,
base,model,"ir.ui.view,arch_db",base.view_module_filter,Apps,Aplikasi,
base,model,"ir.model.fields,field_description",base.field_base_language_export_modules,Apps To Export,Aplikasi yang Ingin Diekspor,
base,model,"ir.model.fields,field_description",base.field_base_module_upgrade_module_info,Apps to Update,Aplikasi yang Ingin Diperbarui,
base,model,"ir.ui.view,arch_db",base.report_irmodeloverview,Apps:,Aplikasi:,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_arch_db,Arch Blob,Arch Blob,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_arch_fs,Arch Filename,Arch Filename,
base,model,"ir.ui.view,arch_db",base.view_view_form,Architecture,Arsitektur,
base,model,"ir.ui.view,arch_db",base.view_res_partner_filter,Archived,Diarsipkan,
base,model,"res.country,name",base.ar,Argentina,Argentina,
base,model,"ir.module.module,shortdesc",base.module_l10n_ar,Argentina - Accounting,Argentina - Akuntansi,
base,model,"ir.model.fields,field_description",base.field_ir_cron_args,Arguments,Arguments,
base,model,"ir.model.fields,help",base.field_ir_act_client_params,Arguments sent to the client along withthe view tag,Arguments sent to the client along withthe view tag,
base,model,"ir.model.fields,help",base.field_ir_cron_args,"Arguments to be passed to the method, e.g. (uid,).","Arguments to be passed to the method, e.g. (uid,).",
base,model,"res.country,name",base.am,Armenia,Armenia,
base,model,"res.country,name",base.aw,Aruba,Aruba,
base,model,"ir.module.module,shortdesc",base.module_account_asset,Assets Management,Manajemen Aset,
base,model,"ir.module.module,shortdesc",base.module_association,Associations Management,Associations Management,
base,model,"ir.module.module,shortdesc",base.module_website_membership,Associations: Members,Associations: Members,
base,code,addons/base/res/res_lang.py,53,At least one language must be active.,At least one language must be active.,
base,model,"ir.model.fields,field_description",base.field_ir_act_server_link_new_record,Attach the new record,Attach the new record,
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Attached Document Name,Attached Document Name,
base,model,"ir.ui.view,arch_db",base.view_attachment_form,Attached To,Dilampirkan Pada,
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Attachment,Lampiran,
base,model,"ir.model.fields,field_description",base.field_ir_attachment_name,Attachment Name,Nama Lampiran,
base,model,"ir.actions.act_window,name",base.action_attachment,Attachments,Lampiran,
base,model,"ir.ui.menu,name",base.menu_action_attachment,Attachments,Lampiran,
base,model,"ir.ui.view,arch_db",base.view_attachment_form,Attachments,Lampiran,
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Attachments,Lampiran,
base,model,"ir.ui.view,arch_db",base.view_attachment_tree,Attachments,Lampiran,
base,model,"ir.module.module,shortdesc",base.module_document,Attachments List and Document Indexation,Attachments List and Document Indexation,
base,model,"ir.module.category,name",base.module_category_hr_attendance,Attendance,Kehadiran,
base,model,"ir.module.module,shortdesc",base.module_hr_attendance,Attendances,Kehadiran,
base,model,"res.country,name",base.au,Australia,Australia,
base,model,"ir.module.module,shortdesc",base.module_l10n_au,Australian - Accounting,Australia - Akuntansi,
base,model,"res.country,name",base.at,Austria,Austria,
base,model,"ir.module.module,shortdesc",base.module_l10n_at,Austria - Accounting,Austria - Akuntansi,
base,model,"ir.module.module,shortdesc",base.module_auth_ldap,Authentication via LDAP,Authentication via LDAP,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_author,Author,Penulis,
base,model,"ir.ui.view,arch_db",base.view_module_filter,Author,Penulis,
base,model,"ir.ui.view,arch_db",base.module_form,Author Name,Nama Penulis,
base,model,"ir.module.module,description",base.module_payment_authorize,Authorize.Net Payment Acquirer,Authorize.Net Payment Acquirer,
base,model,"ir.module.module,shortdesc",base.module_payment_authorize,Authorize.Net Payment Acquirer,Authorize.Net Payment Acquirer,
base,model,"ir.model.fields,field_description",base.field_ir_act_window_auto_search,Auto search,Auto search,
base,model,"ir.module.module,shortdesc",base.module_base_action_rule,Automated Action Rules,Aturan Aksi Otomatis,
base,model,"ir.module.module,shortdesc",base.module_base_gengo,Automated Translations through Gengo API,Automated Translations through Gengo API,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_auto_install,Automatic Installation,Pemasangan Otomatis,
base,code,addons/base/module/module.py,659,Automatic install of downloaded Apps is currently disabled.,Automatic install of downloaded Apps is currently disabled.,
base,model,"ir.model.fields,help",base.field_ir_translation_state,Automatically set to let administators find new terms that might need to be translated,Automatically set to let administators find new terms that might need to be translated,
base,model,"ir.ui.menu,name",base.menu_automation,Automation,Automation,
base,model,"res.country,name",base.az,Azerbaijan,Azerbaijan,
base,code,addons/translate.py,1069,Bad file format: %s,Format file salah: %s,
base,model,"res.country,name",base.bs,Bahamas,Bahamas,
base,model,"res.country,name",base.bh,Bahrain,Bahrain,
base,model,"res.country,name",base.bd,Bangladesh,Bangladesh,
base,model,"ir.model,name",base.model_res_bank,Bank,Bank,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank_bank_id,Bank,Bank,
base,model,"ir.ui.view,arch_db",base.view_res_bank_form,Bank,Bank,
base,model,"ir.actions.act_window,name",base.action_res_partner_bank_account_form,Bank Accounts,Akun Bank,
base,model,"ir.model,name",base.model_res_partner_bank,Bank Accounts,Akun Bank,
base,model,"ir.model.fields,field_description",base.field_res_company_bank_ids,Bank Accounts,Akun Bank,
base,model,"ir.ui.view,arch_db",base.res_partner_view_form_private,Bank Accounts,Akun Bank,
base,model,"ir.ui.view,arch_db",base.view_partner_bank_search,Bank Accounts,Akun Bank,
base,model,"ir.ui.view,arch_db",base.view_partner_bank_tree,Bank Accounts,Akun Bank,
base,model,"ir.model.fields,field_description",base.field_res_bank_bic,Bank Identifier Code,Kode Identifikasi Bank,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank_bank_bic,Bank Identifier Code,Kode Identifikasi Bank,
base,model,"ir.ui.view,arch_db",base.view_partner_bank_search,Bank Name,Nama Bank,
base,model,"ir.ui.view,arch_db",base.view_partner_bank_form,Bank account,Akun Bank,
base,model,"ir.model.fields,help",base.field_res_partner_bank_acc_type,"Bank account type, inferred from account number","Bank account type, inferred from account number",
base,model,"ir.model.fields,help",base.field_res_company_bank_ids,Bank accounts related to this company,Bank accounts related to this company,
base,model,"ir.actions.act_window,name",base.action_res_bank_form,Banks,Bank,
base,model,"ir.model.fields,field_description",base.field_res_partner_bank_ids,Banks,Bank,
base,model,"ir.model.fields,field_description",base.field_res_users_bank_ids,Banks,Bank,
base,model,"ir.ui.view,arch_db",base.view_res_bank_tree,Banks,Bank,
base,model,"res.country,name",base.bb,Barbados,Barbados,
base,model,"ir.model.fields,field_description",base.field_res_partner_barcode,Barcode,barcode,
base,model,"ir.model.fields,field_description",base.field_res_users_barcode,Barcode,barcode,
base,model,"ir.module.module,shortdesc",base.module_hw_scanner,Barcode Scanner Hardware Driver,Barcode Scanner Hardware Driver,
base,model,"ir.module.module,shortdesc",base.module_barcodes,Barcodes,Barcode,
base,model,"ir.module.module,summary",base.module_barcodes,Barcodes Scanning and Parsing,Barcodes Scanning and Parsing,
base,model,"ir.module.category,name",base.module_category_base,Base,Dasar,
base,model,"ir.module.module,shortdesc",base.module_base,Base,Dasar,
base,model,"ir.ui.view,arch_db",base.view_model_fields_search,Base,Dasar,
base,model,"ir.ui.view,arch_db",base.view_model_search,Base,Dasar,
base,selection,"ir.model.fields,state",0,Base Field,Base Field,
base,model,"ir.module.module,shortdesc",base.module_web_kanban,Base Kanban,Base Kanban,
base,code,addons/base/res/res_lang.py,235,Base Language 'en_US' can not be deleted!,Base Language 'en_US' can not be deleted!,
base,model,"ir.model.fields,field_description",base.field_ir_act_server_model_id,Base Model,Base Model,
base,selection,"ir.model,state",0,Base Object,Base Object,
base,model,"ir.ui.view,arch_db",base.view_model_fields_form,Base Properties,Base Properties,
base,model,"ir.ui.view,arch_db",base.view_model_form,Base Properties,Base Properties,
base,model,"ir.module.module,shortdesc",base.module_base_import,Base import,Base import,
base,model,"ir.module.module,shortdesc",base.module_base_import_module,Base import module,Base import module,
base,model,"ir.model.fields,help",base.field_ir_act_server_model_id,Base model on which the server action runs.,Base model on which the server action runs.,
base,model,"ir.module.module,description",base.module_website_partner,Base module holding website-related stuff for partner model,Base module holding website-related stuff for partner model,
base,selection,"ir.ui.view,mode",0,Base view,Base view,
base,selection,"res.currency,position",0,Before Amount,Before Amount,
base,model,"res.country,name",base.by,Belarus,Belarus,
base,model,"ir.module.module,shortdesc",base.module_l10n_be_intrastat,Belgian Intrastat Declaration,Belgian Intrastat Declaration,
base,model,"ir.module.module,shortdesc",base.module_l10n_be_intrastat_2019,Belgian Intrastat Declaration - Complement for 2019,Belgian Intrastat Declaration - Complement for 2019,
base,model,"res.country,name",base.be,Belgium,Belgia,
base,model,"ir.module.module,shortdesc",base.module_l10n_be,Belgium - Accounting,Belgium - Accounting,
base,model,"ir.module.module,shortdesc",base.module_l10n_be_hr_payroll,Belgium - Payroll,Belgium - Payroll,
base,model,"ir.module.module,shortdesc",base.module_l10n_be_hr_payroll_account,Belgium - Payroll with Accounting,Belgium - Payroll with Accounting,
base,model,"ir.module.module,shortdesc",base.module_l10n_be_invoice_bba,Belgium - Structured Communication,Belgia - Komunikasi terstruktur,
base,model,"res.country,name",base.bz,Belize,Belize,
base,model,"res.country,name",base.bj,Benin,Benin,
base,model,"res.country,name",base.bm,Bermuda,Bermuda,
base,model,"res.country,name",base.bt,Bhutan,Bhutan,
base,selection,"ir.property,type",0,Binary,Biner,
base,model,"ir.ui.view,arch_db",base.view_attachment_search,Binary,Biner,
base,model,"ir.module.module,shortdesc",base.module_hw_blackbox_be,Blackbox Hardware Driver,Blackbox Hardware Driver,
base,model,"ir.module.module,shortdesc",base.module_website_blog,Blogs,Blog,
base,model,"res.country,name",base.bo,Bolivia,Bolivia,
base,model,"ir.module.module,shortdesc",base.module_l10n_bo,Bolivia - Accounting,Bolivia - Accounting,
base,model,"res.country,name",base.bq,"Bonaire, Sint Eustatius and Saba","Bonaire, Sint Eustatius and Saba",
base,selection,"ir.property,type",0,Boolean,Boolean,
base,model,"ir.module.module,shortdesc",base.module_theme_bootswatch,Bootswatch Theme,Bootswatch Theme,
base,model,"res.country,name",base.ba,Bosnia-Herzegovina,Bosnia-Herzegovina,
base,model,"res.country,name",base.bw,Botswana,Botswana,
base,model,"res.country,name",base.bv,Bouvet Island,Pulau Bouvet,
base,model,"res.country,name",base.br,Brazil,Brazil,
base,model,"ir.module.module,shortdesc",base.module_l10n_br,Brazilian - Accounting,Brazilian - Accounting,
base,model,"ir.module.module,description",base.module_website_payment,Bridge module for acquirers and website.,Bridge module for acquirers and website.,
base,model,"res.country,name",base.io,British Indian Ocean Territory,Wilayah Samudra Hindia Britania,
base,model,"res.country,name",base.bn,Brunei Darussalam,Brunei Darussalam,
base,model,"ir.module.module,description",base.module_payment_buckaroo,Buckaroo Payment Acquirer,Buckaroo Payment Acquirer,
base,model,"ir.module.module,shortdesc",base.module_payment_buckaroo,Buckaroo Payment Acquirer,Buckaroo Payment Acquirer,
base,model,"ir.module.module,shortdesc",base.module_account_budget,Budgets Management,Budgets Management,
base,model,"ir.module.module,summary",base.module_website,Build Your Enterprise Website,Build Your Enterprise Website,
base,model,"res.country,name",base.bg,Bulgaria,Bulgaria,
base,model,"res.country,name",base.bf,Burkina Faso,Burkina Faso,
base,model,"res.country,name",base.bi,Burundi,Burundi,
base,model,"ir.ui.view,arch_db",base.module_form,By,Oleh,
base,model,"ir.module.module,shortdesc",base.module_crm,CRM,CRM,
base,model,"ir.module.module,shortdesc",base.module_gamification_sale_crm,CRM Gamification,CRM Gamification,
base,selection,"base.language.export,format",0,CSV File,File CSV,
base,model,"ir.ui.view,arch_db",base.wizard_lang_export,"CSV format: you may edit it directly with your favorite spreadsheet software,
                                the rightmost column (value) contains the translations","CSV format: you may edit it directly with your favorite spreadsheet software,
                                the rightmost column (value) contains the translations",
base,selection,"ir.actions.act_window.view,view_mode",0,Calendar,Kalender,
base,model,"ir.module.module,shortdesc",base.module_calendar,Calendar,Kalender,
base,selection,"ir.ui.view,type",0,Calendar,Kalender,
base,model,"ir.module.module,summary",base.module_stock_calendar,Calendars ,Kalender,
base,model,"ir.module.module,shortdesc",base.module_stock_calendar,Calendars on Orderpoints,Calendars on Orderpoints,
base,model,"res.country,name",base.kh,"Cambodia, Kingdom of",Kerajaan Kamboja,
base,model,"res.country,name",base.cm,Cameroon,Kamerun,
base,code,addons/base/ir/ir_fields.py,375,"Can not create Many-To-One records indirectly, import the field separately","Can not create Many-To-One records indirectly, import the field separately",
base,code,addons/base/module/module.py,551,Can not upgrade module '%s'. It is not installed.,Tidak dapat memperbarui modul '%s'. Modul tersebut tidak dipasang.,
base,code,addons/base/ir/ir_model.py,617,Can only rename one field at a time!,Hanya bisa mengganti satu baris nama dalam satu waktu!,
base,model,"res.country,name",base.ca,Canada,Kanada,
base,model,"ir.module.module,shortdesc",base.module_l10n_ca,Canada - Accounting,Kanada - Akuntansi,
base,model,"ir.ui.view,arch_db",base.change_password_wizard_view,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.res_config_view_base,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_base_import_language,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_base_language_install,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_base_module_upgrade_install,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_model_menu_create,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.view_users_form_simple_modif,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.wizard_lang_export,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.wizard_update_translations,Cancel,Batalkan,
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Install,Batalkan Pemasangan,
base,model,"ir.module.module,shortdesc",base.module_account_cancel,Cancel Journal Entries,Batalkan Ayat-ayat Jurnal,
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Uninstall,Batalkan Pembongkaran,
base,model,"ir.ui.view,arch_db",base.module_form,Cancel Upgrade,Batalkan Perbaruan,
base,code,addons/base/res/res_config.py,399,Cannot duplicate configuration!,Cannot duplicate configuration!,
base,code,addons/base/ir/ir_model.py,506,Cannot rename/delete fields that are still present in views:,Cannot rename/delete fields that are still present in views:,
base,code,addons/base/res/res_lang.py,221,Cannot unactivate a language that is currently used by users.,Cannot unactivate a language that is currently used by users.,
base,model,"res.country,name",base.cv,Cape Verde,Cape Verde,
base,selection,"ir.model.fields,on_delete",0,Cascade,Cascade,
base,model,"ir.model.fields,field_description",base.field_ir_module_module_category_id,Category,Kategori,
base,model,"ir.ui.view,arch_db",base.view_module_filter,Category,Kategori,
base,model,"res.country,name",base.ky,Cayman Islands,Kepulauan Cayman,
base,model,"res.country,name",base.cf,Central African Republic,Republik Afrika Tengah,
base,model,"res.country,name",base.td,Chad,Chad,
base,model,"ir.actions.act_window,name",base.action_res_users_my,Change My Preferences,Ganti Preferensi Saya,
base,model,"ir.actions.act_window,name",base.change_password_wizard_action,Change Password,Ubah Sandi,
base,model,"ir.ui.view,arch_db",base.change_password_wizard_view,Change Password,Ubah Sandi,
base,model,"ir.ui.view,arch_db",base.view_users_form,Change Password,Ubah Sandi,
base,model,"ir.model,name",base.model_change_password_wizard,Change Password Wizard,Wisaya Ubah Sandi,
base,model,"ir.model,name",base.model_change_password_user,Change Password Wizard User,Pengguna Wisaya Ubah Sandi,
base,model,"ir.ui.view,arch_db",base.view_users_form_simple_modif,Change password,Ubah sandi,
base,model,"ir.ui.view,arch_db",base.view_users_form,Change the user password.,Ubah sandi pengguna.,
base,code,addons/base/res/res_partner.py,340,"Changing the company of a contact should only be done if it was never correctly set. If an existing contact starts working for a new company then a new contact should be created under that new company. You can use the ""Discard"" button to abandon this change.","Changing the company of a contact should only be done if it was never correctly set. If an existing contact starts working for a new company then a new contact should be created under that new company. You can use the ""Discard"" button to abandon this change.",
base,code,addons/base/ir/ir_model.py,604,Changing the model of a field is forbidden!,Changing the model of a field is forbidden!,
base,code,addons/base/ir/ir_model.py,582,"Changing the storing system for field ""%s"" is not allowed.","Changing the storing system for field ""%s"" is not allowed.",
base,code,addons/base/ir/ir_model.py,607,Changing the type of a field is not yet supported. Please drop it and create it again!,Changing the type of a field is not yet supported. Please drop it and create it again!,
base,selection,"ir.property,type",0,Char,Char,
base,model,"ir.module.module,summary",base.module_website_livechat,Chat With Your Website Visitors,Chat With Your Website Visitors,
base,model,"ir.module.module,shortdesc",base.module_account_check_printing,Check Printing Base,Check Printing Base,
base,model,"ir.module.module,shortdesc",base.module_hr_expense_check,Check Printing in Expenses,Check Printing in Expenses,
base,model,"ir.model.fields,help",base.field_res_partner_is_company,"Check if the contact is a company, otherwise it is a person","Check if the contact is a company, otherwise it is a person",
base,model,"ir.model.fields,help",base.field_res_users_is_company,"Check if the contact is a company, otherwise it is a person","Check if the contact is a company, otherwise it is a person",
base,model,"ir.module.module,summary",base.module_account_check_printing,Check printing commons,Check printing commons,
base,model,"ir.model.fields,help",base.field_res_partner_customer,Check this box if this contact is a customer.,Check this box if this contact is a customer.,
base,model,"ir.model.fields,help",base.field_res_users_customer,Check this box if this contact is a customer.,Check this box if this contact is a customer.,
base,model,"ir.model.fields,help",base.field_res_partner_supplier,"Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.","Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.",
base,model,"ir.model.fields,help",base.field_res_users_supplier,"Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.","Check this box if this contact is a vendor. If it's not checked, purchase people will not see it when encoding a purchase order.",
base,model,"ir.model.fields,help",base.field_res_partner_employee,Check this box if this contact is an Employee.,Centang kotak ini jika kontak adalah pegawai,
base,model,"ir.model.fields,help",base.field_res_users_employee,Check this box if this contact is an Employee.,Centang kotak ini jika kontak adalah pegawai,
base,model,"ir.model.fields,help",base.field_ir_act_server_link_new_record,Check this if you want to link the newly-created record to the current record on which the server action runs.,Check this if you want to link the newly-created record to the current record on which the server action runs.,
base,model,"ir.model.fields,help",base.field_res_company_custom_footer,Check this to define the report footer manually. Otherwise it will be filled in automatically.,Check this to define the report footer manually. Otherwise it will be filled in automatically.,
base,model,"ir.ui.view,arch_db",base.view_server_action_form,Check to attach the newly created record to the record on which the server action runs.,Check to attach the newly created record to the record on which the server action runs.,
base,model,"ir.model.fields,field_description",base.field_ir_attachment_checksum,Checksum/SHA1,Checksum/SHA1,
base,model,"ir.model.fields,field_description",base.field_ir_act_server_child_ids,Child Actions,Child Actions,
base,model,"ir.model.fields,field_description",base.field_ir_module_category_child_ids,Child Applications,Aplikasi Anak,
base,model,"ir.model.fields,field_description",base.field_res_company_child_ids,Child Companies,Child Companies,
base,model,"ir.model.fields,field_description",base.field_ir_ui_view_field_parent,Child Field,Child Field,
base,model,"ir.model.fields,field_description",base.field_ir_ui_menu_child_id,Child IDs,Child IDs,
base,model,"ir.model.fields,field_description",base.field_res_partner_category_child_ids,Child Tags,Child Tags,
base,model,"ir.model.fields,help",base.field_ir_act_server_child_ids,Child server actions that will be executed. Note that the last return returned action value will be used as global return value.,Child server actions that will be executed. Note that the last return returned action value will be used as global return value.,
base,model,"res.country,name",base.cl,Chile,Chile,
base,model,"ir.module.module,shortdesc",base.module_l10n_cl,Chile - Accounting,Chili - Akuntansi,
base,model,"res.country,name",base.cn,China,China,
base,selection,"ir.actions.server,use_write",0,Choose and Update a record in the database,Choose and Update a record in the database,
base,selection,"ir.actions.server,use_create",0,Choose and copy a record in the database,Choose and copy a record in the database,
base,model,"ir.model.fields,help",base.field_ir_mail_server_smtp_encryption,"Choose the connection encryption scheme:
- None: SMTP sessions are done in cleartext.
- TLS (STARTTLS): TLS encryption is requested at start of SMTP session (Recommended)
- SSL/TLS: SMTP sessions are encrypted with SSL/TLS through a dedicated port (default: 465)","Choose the connection encryption scheme:
- None: SMTP sessions are done in cleartext.
- TLS (STARTTLS): TLS encryption is requested at start of SMTP session (Recommended)
- SSL/TLS: SMTP sessions are encrypted with SSL/TLS through a dedicated port (default: 465)",
base,model,"res.country,name",base.cx,Christmas Island,Pulau Christmas,
base,model,"ir.model.fields,field_description",base.field_res_bank_city,City,Kota,
base,model,"ir.model.fields,field_description",base.field_res_company_city,City,Kota,
base,model,"ir.model.fields,field_description",base.field_res_partner_city,City,Kota,
base,model,"ir.model.fields,field_description",base.field_res_users_city,City,Kota,
base,model,"ir.ui.view,arch_db",base.res_partner_view_form_private,City,Kota,
base,model,"ir.ui.view,arch_db",base.view_company_form,City,Kota,
base,model,"ir.ui.view,arch_db",base.view_partner_address_form,City,Kota,
base,model,"ir.ui.view,arch_db",base.view_partner_form,City,Kota,
base,model,"ir.ui.view,arch_db",base.view_res_bank_form,City,Kota,
base,model,"ir.actions.act_window,help",base.action_attachment,Click here to attach a new document.,Click here to attach a new document.,
base,model,"ir.actions.act_window,help",base.action_ui_view_custom,Click here to create a customized view,Klik di sini untuk membuat tampilan khusus,
base,model,"ir.ui.view,arch_db",base.view_base_module_update,Click on Update below to start the process...,Klik di Perbarui di bawah untuk memulai proses...,
base,model,"ir.actions.act_window,help",base.action_partner_customer_form,Click to add a contact in your address book.,Klik untuk menambah kontak di buku alamat Anda.,
base,model,"ir.actions.act_window,help",base.action_partner_form,Click to add a contact in your address book.,Klik untuk menambah kontak di buku alamat Anda.,
base,model,"ir.actions.act_window,help",base.action_partner_supplier_form,Click to add a contact in your address book.,Klik untuk menambah kontak di buku alamat Anda.,
base,model,"ir.actions.act_window,help",base.action_res_partner_bank_account_form,Click to create a bank account.,Klik untuk membuat akun bank.,
base,model,"ir.actions.act_window,help",base.action_res_bank_form,Click to create a new bank.,Klik untuk membuat bank baru.,
